chr	pos	context	samples_called	FALLOPIA_HP_7	FALLOPIA_CMM_116	FALLOPIA_CMR_265	FALLOPIA_RHBH_363	FALLOPIA_CBH_433	FALLOPIA_PJB_459	FALLOPIA_HP_11	FALLOPIA_CMM_118	FALLOPIA_WH_294	FALLOPIA_RHBH_367	FALLOPIA_CBH_437	FALLOPIA_PJB_461	FALLOPIA_CBH_123	FALLOPIA_RHC_305	FALLOPIA_OLCT_397	FALLOPIA_CBH_441	FALLOPIA_CMR_479	FALLOPIA_RHC_309	FALLOPIA_HBCT_403	FALLOPIA_WH_443	FALLOPIA_CMR_481	FALLOPIA_PJB_179	FALLOPIA_RHC_323	FALLOPIA_HBCT_405	FALLOPIA_WH_447	FALLOPIA_MSH_489	FALLOPIA_PJB_181	FALLOPIA_RHC_333	FALLOPIA_HBCT_407	FALLOPIA_WH_449	FALLOPIA_HP_499	FALLOPIA_ST_69	FALLOPIA_RPB_205	FALLOPIA_RHBH_341	FALLOPIA_CBH_421	FALLOPIA_PJB_455	FALLOPIA_MSH_493	FALLOPIA_CMM_114	FALLOPIA_RPB_233	FALLOPIA_RHBH_349	FALLOPIA_CBH_423	FALLOPIA_PJB_457
1	188	CHG	47	0	0	0.0714285714285714	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.181818181818182	0.0909090909090909	0	0	0	0	0	0	0
1	190	CHG	46	0	0	0.0888888888888889	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0357142857142857	0	0	0.1	0	0	0	0	0	0	0	0
1	196	CHH	47	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0454545454545455	0	0	0	0	0	0	0	0
1	197	CHG	47	0	0	0	0	0	0	0	0	0	0.0571428571428571	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0909090909090909	0	0	0	0	0	0	0
2	8	CHH	47	0	0	0	0	0	0	0.0281400966183575	0	0	0.02	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0227272727272727	0	0	0	0	0	0	0	0	0	0	0.0476190476190476	0	0	0	0
2	13	CHG	47	0	0	0	0	0	0	0	0	0	0.0204081632653061	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0227272727272727	0	0	0	0	0	0	0	0	0	0	0.0476190476190476	0	0	0	0
2	15	CHG	47	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0512820512820513	0	0	0	0	0	0	0	0	0	0	0	0
2	16	CHH	47	0	0	0	0	0	0	0.0351851851851852	0	0	0.02	0	0	0	0	0	0.0212765957446809	0	0	0	0	0	0	0	0	0	0	0.0232558139534884	0	0	0	0	0	0	0	0	0	0	0.0476190476190476	0	0	0	0
2	18	CHG	47	0	0	0	0	0	0	0.0281400966183575	0	0	0.02	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0227272727272727	0	0	0	0	0	0	0	0	0	0	0.0476190476190476	0	0	0	0
2	30	CHH	46	0	0	0	0	0	0	0	0	0	0.0204081632653061	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0227272727272727	0	0	0	0	0	0	0	0	0	0	0.0476190476190476	0	0	0	0
2	32	CHG	47	0	0	0	0	0	0	0.0281400966183575	0	0	0.02	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0227272727272727	0	0	0	0	0	0	0	0	0	0	0.0476190476190476	0	0	0	0
2	40	CHH	47	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.12	0	0	0	0
2	42	CHH	47	0.0769230769230769	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0344827586206897	0	0	0	0	0	0.0344827586206897	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2	46	CHH	47	0	0	0	0	0	0	0.0281400966183575	0	0	0.02	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0227272727272727	0	0	0	0	0	0	0	0	0	0	0.0476190476190476	0	0	0	0
2	49	CHG	47	0	0	0	0	0	0	0	0	0	0.2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0227272727272727	0	0	0	0	0	0	0	0	0	0	0.0476190476190476	0	0	0	0
2	51	CHG	46	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0303030303030303	0.0232558139534884	0	0	0	0	0
2	52	CHH	46	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.106060606060606	0	0	0	0	0	0
2	65	CHH	47	0	0	0	0	0	0	0.0281400966183575	0	0	0.02	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0227272727272727	0	0	0	0	0	0	0	0	0	0	0.0476190476190476	0	0	0	0
2	68	CHH	47	0	0	0	0	0	0	0	0	0	0	0	0.0357142857142857	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2	81	CHH	47	0	0	0	0	0	0	0.159538350849711	0	0	0.0204081632653061	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0465116279069768	0	0	0	0	0	0	0	0	0	0	0.0476190476190476	0	0	0	0
2	86	CHH	47	0	0	0	0	0	0	0	0	0	0.0212765957446809	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0232558139534884	0	0	0	0	0	0	0	0	0	0	0.05	0	0	0	0
2	90	CHH	47	0	0	0	0	0	0	0	0	0	0.0208333333333333	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.266666666666667	0	0	0	0	0	0.0476190476190476	0	0	0	0
2	106	CHH	46	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0967741935483871	0	0	0	0	0	0	0	0.0294117647058824
2	107	CHH	47	0	0	0	0	0	0	0	0.0909090909090909	0	0.0263157894736842	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.051948051948052	0	0	0	0	0	0	0.0555555555555556	0	0	0	0
2	112	CHH	46	0.0105820105820106	0.0588235294117647	0	0	0	0	0	0	0	0	0	0	0	0.307692307692308	0	0	0	0	0	0	0	0	0	0	0	0	0	0.04	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2	113	CHH	47	0	0	0	0	0.130434782608696	0	0	0	0	0.0217391304347826	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0555555555555556	0	0	0	0
2	115	CHH	47	0	0	0	0	0	0	0.0940460154328895	0	0	0.0212765957446809	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0178571428571429	0.0526315789473684	0	0	0	0
2	116	CHH	47	0	0	0	0	0	0	0.0940460154328895	0	0	0.0208333333333333	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0476190476190476	0	0	0	0
2	117	CHH	47	0	0	0	0	0	0	0.0940460154328895	0	0	0.0208333333333333	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0476190476190476	0	0	0	0
2	120	CHH	47	0	0	0	0	0	0	0.0940460154328895	0	0	0.0208333333333333	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0476190476190476	0	0	0	0
2	123	CG	47	0	0	0	0	0.205882352941176	0	0	0	0	0.0204081632653061	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0476190476190476	0	0	0	0
2	129	CHH	47	0	0.037037037037037	0	0	0.0153846153846154	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2	131	CHH	47	0	0.0384615384615385	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2	132	CHH	47	0	0.04	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2	133	CHH	47	0	0.0434782608695652	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2	134	CHH	47	0	0	0	0	0	0	0.0940460154328895	0	0	0.0208333333333333	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0476190476190476	0	0	0	0
2	135	CHH	47	0	0	0	0	0	0	0.0940460154328895	0	0	0.0204081632653061	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0476190476190476	0	0	0	0
2	137	CHH	47	0	0	0	0	0	0	0	0	0	0.0217391304347826	0	0	0	0	0	0.0416666666666667	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0476190476190476	0	0	0	0
2	138	CHH	47	0	0	0	0	0	0	0.0940460154328895	0	0	0.0208333333333333	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0476190476190476	0	0	0	0
2	142	CHH	47	0	0.0384615384615385	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2	143	CHG	47	0	0	0	0.147058823529412	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0833333333333333	0	0	0	0	0	0	0	0	0	0	0	0.0285714285714286	0	0	0.05	0	0	0	0
2	145	.	47	0.307692307692308	0.148148148148148	0.178571428571429	0.22	0.107692307692308	0.221374363493929	0.111111111111111	0.5	0.461538461538462	0.317819452846676	0.386363636363636	0.428571428571429	0.0769230769230769	0.163995098039216	0.473684210526316	0.314558639432861	0.181818181818182	0.588235294117647	0.23728813559322	0.434782608695652	0.17948717948718	0.239881384652626	0.102025632670794	0.526315789473684	0.285714285714286	0.425925925925926	0.178571428571429	0.178711694809256	0.171024716074245	0.333333333333333	0.3	0.313095238095238	0.0833333333333333	0.185185185185185	0.209302325581395	0.187048726467331	0.0476190476190476	0.48	0.237307692307692	0.210526315789474	0.135135135135135	0.13548871307492
2	146	.	47	0	0.037037037037037	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0116959064327486	0.0263157894736842	0	0	0	0	0	0	0.0857142857142857	0	0	0	0	0.00689655172413793	0	0	0	0	0	0.010752688172043
2	150	CHH	47	0	0	0	0	0	0	0	0	0	0.0204081632653061	0	0	0	0	0	0	0	0	0	0	0	0.333333333333333	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0476190476190476	0	0	0	0
2	151	CHH	47	0	0	0	0	0	0	0.0940460154328895	0	0	0.0204081632653061	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0476190476190476	0	0	0	0
2	152	CHH	47	0	0	0	0	0	0	0	0	0	0.0204081632653061	0	0	0	0	0	0	0	0	0.0212765957446809	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0416666666666667	0	0	0	0.0476190476190476	0	0	0	0
2	157	CHH	47	0	0	0	0	0	0	0.0940460154328895	0	0	0.0204081632653061	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0476190476190476	0	0	0	0
2	158	CHH	47	0	0	0	0	0	0	0.0940460154328895	0	0	0.0204081632653061	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0476190476190476	0	0	0	0
2	160	CHH	47	0	0	0	0	0	0.0238095238095238	0	0	0	0.0204081632653061	0	0	0	0	0	0	0	0	0.0851063829787234	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0476190476190476	0	0	0	0
2	161	CHH	47	0	0	0	0	0	0	0	0	0	0.0204081632653061	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.133333333333333	0	0	0	0	0	0.0476190476190476	0	0	0	0
2	165	CG	47	0.923076923076923	0.615384615384615	0.296296296296296	0.5	0.616666666666667	0.4	1	0.888888888888889	0.605263157894737	0.862745098039216	0.977272727272727	0.961538461538461	0.461538461538462	0.714285714285714	0.868421052631579	0.607142857142857	0.727272727272727	0.882352941176471	0.677966101694915	0.761904761904762	0.538461538461538	0.947368421052632	0.711538461538462	0.864864864864865	0.714285714285714	0.648148148148148	0.571428571428571	0.439024390243902	0.857142857142857	0.777777777777778	0.957142857142857	0.388888888888889	0.666666666666667	0.679245283018868	0.738095238095238	0.533333333333333	0.731707317073171	0.625	0.958333333333333	0.648648648648649	0.833333333333333	0.619047619047619
2	167	CHH	47	0	0	0	0	0	0	0.0940460154328895	0	0	0.0204081632653061	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0476190476190476	0	0	0	0
2	168	CHH	47	0	0	0	0	0	0	0.0940460154328895	0	0	0.0204081632653061	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0476190476190476	0	0	0	0
2	170	CHH	47	0	0	0	0	0	0	0.0940460154328895	0	0	0.0204081632653061	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0476190476190476	0	0	0	0
2	172	CG	47	0.894736842105263	0.384615384615385	0.78125	0.911764705882353	0.941176470588235	0.690476190476191	0.857809307297798	1	1	0.918367346938776	0.787878787878788	0.763157894736842	1	0.789473684210526	0.666666666666667	0.4375	0.916666666666667	1	0.723404255319149	1	0.903225806451613	1	0.545454545454545	0.885714285714286	0.733333333333333	0.92	0.880952380952381	0.777777777777778	0.828571428571429	1	0.811111111111111	0.666666666666667	0.709677419354839	1	0.771428571428571	0.888888888888889	0.784615384615385	0.80952380952381	0.777777777777778	0.75609756097561	0.862745098039216	0.333333333333333
2	173	CG	47	0.974358974358974	0.592592592592593	0.333333333333333	0.62	0.682539682539683	0.68421052631579	1	0.888888888888889	1	0.941176470588235	0.977272727272727	0.964285714285714	0.692307692307692	0.909090909090909	0.868421052631579	0.62962962962963	0.78125	1	0.745762711864407	0.956521739130435	0.538461538461538	1	0.830188679245283	0.868421052631579	0.896551724137931	0.925925925925926	0.75	0.767441860465116	0.857142857142857	1	0.847222222222222	0.722222222222222	0.666666666666667	0.796296296296296	0.863636363636364	0.651515151515152	0.976744186046512	0.84	0.958333333333333	0.763157894736842	0.868421052631579	0.698412698412698
2	174	CG	47	0.894736842105263	0.461538461538462	0.78125	0.911764705882353	0.941176470588235	0.690476190476191	0.948148148148148	1	1	0.897959183673469	0.818181818181818	0.763157894736842	1	0.947368421052632	1	0.4375	0.916666666666667	1	0.680851063829787	1	0.935483870967742	0.8	0.545454545454545	0.971428571428571	0.866666666666667	0.92	0.904761904761905	0.777777777777778	0.828571428571429	1	0.791208791208791	0.666666666666667	0.709677419354839	0.68	0.857142857142857	0.911111111111111	0.861538461538462	0.80952380952381	0.777777777777778	0.75609756097561	0.764705882352941	0.333333333333333
2	175	CG	47	0.974358974358974	0.592592592592593	0.178571428571429	0.62	0.692307692307692	0.65	1	0.722222222222222	1	0.941176470588235	0.863636363636364	0.964285714285714	0.692307692307692	0.909090909090909	0.868421052631579	0.607142857142857	0.757575757575758	1	0.796610169491525	1	0.487179487179487	1	0.865384615384615	0.81578947368421	1	0.886792452830189	0.75	0.767441860465116	0.857142857142857	1	0.957746478873239	0.5	0.666666666666667	0.796296296296296	0.863636363636364	0.65625	1	0.84	0.958333333333333	0.763157894736842	0.916666666666667	0.714285714285714
2	177	CHH	47	0	0	0	0	0	0	0	0	0	0.02	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.12	0	0	0	0.0476190476190476	0	0	0	0
2	179	CHH	47	0	0	0	0	0	0	0.0940460154328895	0	0	0.02	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0476190476190476	0	0	0	0
2	180	CHG	47	0.0526315789473684	0	0	0	0.0882352941176471	0	0	0	0	0.04	0.0303030303030303	0	0	0	0	0	0	0.208333333333333	0	0	0	0	0	0.171428571428571	0	0.12	0	0	0	0	0	0	0	0	0.0571428571428571	0	0	0.0476190476190476	0	0	0.137254901960784	0
2	182	CHG	47	0	0.037037037037037	0	0	0	0	0	0	0	0	0.136363636363636	0	0	0	0	0.037037037037037	0	0.352941176470588	0.152542372881356	0	0	0	0	0.0526315789473684	0	0.037037037037037	0.0357142857142857	0.0465116279069768	0	0	0.0140845070422535	0	0	0.12962962962963	0.0909090909090909	0	0	0	0	0	0.0263157894736842	0
2	187	CHG	47	0	0.037037037037037	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0344827586206897	0	0	0	0	0	0	0	0	0	0	0.0357142857142857	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2	188	CHH	47	0	0.037037037037037	0.111111111111111	0	0	0	0	0	0	0	0	0	0	0	0	0.0344827586206897	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2	189	CHG	47	0	0	0	0	0	0	0.0940460154328895	0	0	0.02	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0476190476190476	0	0	0	0
2	191	CHG	46	0	0.037037037037037	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0344827586206897	0	0	0.0338983050847458	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2	195	CHH	47	0	0	0	0	0	0	0.0940460154328895	0	0	0.02	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0476190476190476	0	0	0	0
2	196	CHH	47	0	0	0	0	0	0	0.0940460154328895	0	0	0.02	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0476190476190476	0	0	0	0
2	197	CHG	47	0	0	0	0	0	0	0.0940460154328895	0	0	0.02	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0476190476190476	0	0	0	0
3	11	CHH	45	0	0	0	0	0	0.0909090909090909	0	0	0	0	0.0263157894736842	0	0	0	0	0	0	0	0	0	0.0149253731343284	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
3	16	CHH	46	0.037037037037037	0	0	0	0	0	0	0	0	0	0.0131578947368421	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
3	20	CHH	46	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.09375	0	0	0	0	0	0	0	0	0	0	0	0	0	0
3	27	CG	46	0.151515151515152	0.176470588235294	0.55	0.0555555555555556	0.238805970149254	0.5	0.590909090909091	0.8	0.471698113207547	0.15	0.5	0.522727272727273	0.2	0.25	0.210526315789474	0.72	0.510204081632653	0.55	0.602272727272727	0.465116279069768	0.486486486486487	0.485714285714286	0.128205128205128	0.373333333333333	0.392857142857143	0.333333333333333	0.45	0.5	0.307692307692308	0.4625	0.515873015873016	0.583333333333333	0.354838709677419	0.372093023255814	0.407407407407407	0.425	0.304347826086957	0.666666666666667	0.136363636363636	0.189189189189189	0.46875	0.379310344827586
3	29	CHH	46	0	0	0	0	0	0.0555555555555556	0	0	0.0566037735849057	0	0	0.0909090909090909	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0909090909090909	0	0	0
3	35	CHH	46	0	0	0	0	0	0	0	0	0	0	0.0135135135135135	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0192307692307692	0	0	0	0	0	0
3	36	CHH	46	0	0	0	0	0	0	0	0	0	0	0.0133333333333333	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
3	39	CHH	46	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.1	0	0	0.0540540540540541	0	0	0	0	0	0	0	0	0	0.046875	0	0	0	0	0	0	0	0	0	0	0
3	45	CHH	46	0	0	0	0	0	0	0	0	0	0	0.0131578947368421	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
3	47	CHH	42	0	0	0	0	0	0	0	0	0	0	0.0666666666666667	0	0	0	0	0	0	0	0	0.0476190476190476	0.0447761194029851	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0294117647058824	0	0	0.00854700854700855	0
3	50	CHH	46	0	0	0	0	0	0	0	0	0	0	0	0.0227272727272727	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.125	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
